COD_STRUMENTO;DESCR_STRUMENTO;DESCR_TIPO_STRUMENTO;QUERY;NOTE
C273;PNSC Calabria - Piano di intervento del Distretto nÃÂ°3 SEDE CORIGLIANO - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C274;PNSC Calabria - Piano di intervento del Distretto nÃÂ°3 SEDE CORIGLIANO - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C275;PNSC Calabria - Piano di intervento del Distretto nÃÂ°3 SEDE S. GIOVANNI IN FIORE - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C276;PNSC Calabria - Piano di intervento del Distretto nÃÂ°3 SEDE S. GIOVANNI IN FIORE - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C277;PNSC Calabria - Piano di intervento del Distretto nÃÂ°3 SEDE SOVERATO - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C278;PNSC Calabria - Piano di intervento del Distretto nÃÂ°3 SEDE SOVERATO - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C279;PNSC Calabria - Piano di intervento del Distretto nÃÂ°3 SEDE TAURIANOVA - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C280;PNSC Calabria - Piano di intervento del Distretto nÃÂ°3 SEDE TAURIANOVA - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C281;PNSC Calabria - Piano di intervento del Distretto nÃÂ°3 SEDE TROPEA - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C282;PNSC Calabria - Piano di intervento del Distretto nÃÂ°3 SEDE TROPEA - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C283;PNSC Calabria - Piano di intervento del Distretto nÃÂ°4 SEDE CROTONE - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C284;PNSC Calabria - Piano di intervento del Distretto nÃÂ°4 SEDE CROTONE - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C285;PNSC Calabria - Piano di intervento del Distretto nÃÂ°4 SEDE MELITO PORTO S.. - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C286;PNSC Calabria - Piano di intervento del Distretto nÃÂ°4 SEDE MELITO PORTO S.. - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C287;PNSC Calabria - Piano di intervento del Distretto nÃÂ°4 SEDE ROGLIANO - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C288;PNSC Calabria - Piano di intervento del Distretto nÃÂ°4 SEDE ROGLIANO - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C289;PNSC Calabria - Piano di intervento del Distretto nÃÂ°4 SEDE TREBISACCE - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C290;PNSC Calabria - Piano di intervento del Distretto nÃÂ°4 SEDE TREBISACCE - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C291;PNSC Calabria - Piano di intervento del Distretto nÃÂ°5 SEDE ACRI - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C292;PNSC Calabria - Piano di intervento del Distretto nÃÂ°5 SEDE ACRI - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C293;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D1 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C294;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D1 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C295;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D10 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C296;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D10 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C297;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D11 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C298;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D11 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C299;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D12 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C300;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D12 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C301;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D13 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C302;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D13 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C303;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D14 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C304;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D14 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C305;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D15 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C306;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D15 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C307;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D16 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C308;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D16 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C309;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D17 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C310;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D17 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C311;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D18 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C312;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D18 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C313;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D19 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C314;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D19 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C315;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D2 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C316;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D2 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C317;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D20 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C318;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D20 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C319;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D21 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C320;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D21 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C321;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D22 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C322;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D22 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C323;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D23 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C324;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D23 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C325;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D24 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C326;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D24 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C327;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D25 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C328;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D25 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C329;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D26 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C330;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D26 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C331;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D27 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C332;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D27 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C333;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D28 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C334;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D28 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C335;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D29 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C336;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D29 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C337;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D3 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C338;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D3 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C339;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D30 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C340;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D30 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C341;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D31 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C342;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D31 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C343;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D32 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C344;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D32 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C345;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D33 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C346;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D33 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C347;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D34 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C348;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D34 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C349;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D35 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C350;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D35 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C351;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D36 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C352;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D36 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C353;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D37 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C354;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D37 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C355;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D38 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C356;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D38 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C357;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D39 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C358;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D39 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C359;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D4 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C360;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D4 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C361;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D40 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C362;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D40 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C363;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D41 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C364;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D41 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C365;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D42 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C366;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D42 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C367;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D43 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C368;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D43 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C369;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D44 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C370;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D44 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C371;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D45 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C372;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D45 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C373;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D46 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C374;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D46 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C375;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D47 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C376;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D47 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C377;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D49 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C378;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D49 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C379;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D5 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C380;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D5 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C381;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D50 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C382;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D50 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C383;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D51 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C384;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D51 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C385;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D52 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C386;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D52 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C387;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D53 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C388;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D53 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C389;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D54 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C390;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D54 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C391;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D55 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C392;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D55 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C393;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D6 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C394;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D6 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C395;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D7 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C396;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D7 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C397;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D8 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C398;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D8 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C400;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D9 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C401;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO-SANITARIO 48 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C402;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO-SANITARIO 48 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
II.2;"""Opere di difesa (messa in sicurezza specifiche situazioni";STRUMENTI DI ATTUAZIONE DIRETTA;0;
ANIA;Fondo art. 27 legge 488/1999;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C035;PNSC Campania - Piano di intervento dell'Ambito C07 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C046;PNSC Campania - Piano di intervento dell'Ambito N02 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C082;PNSC Campania - Piano di intervento dell'Ambito N20 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C083;PNSC Campania - Piano di intervento dell'Ambito N21 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C097;PNSC Campania - Piano di intervento dell'Ambito N28 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C100;PNSC Campania - Piano di intervento dell'Ambito N29 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C113;PNSC Campania - Piano di intervento dell'Ambito S02 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C184;PNSC Puglia - Piano di intervento dell'AMBITO DI MANDURIA - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
C237;PNSC Calabria - Piano di intervento del Distretto nÃÂ°1 SEDE CIRO' MARINA - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
II.1;Prevenzione rischi naturali;STRUMENTI DI ATTUAZIONE DIRETTA;0;
I;ViabilitÃÂ  periferica;STRUMENTI DI ATTUAZIONE DIRETTA;0;
III;Servizio idrico;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SOS2;Obiettivo di Servizio n. 2 - Servizi socio-sanitari a favore di bambini e anziani (Delibere CIPE n. 82 del 3.8.2007 e n. 79 dell'11.7.2012);STRUMENTI DI ATTUAZIONE DIRETTA;0;
ALO1;Interventi urgenti e prioritari di mitigazione del rischio idrogeologico Regione Lombardia;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
CB05;CIS Direttrice Ferroviaria Napoli- Bari -Lecce/Taranto - Regione Basilicata;CONTRATTO ISTITUZIONALE DI SVILUPPO;0;
CS01;CIS Direttrice ferroviaria Catania Palermo;CONTRATTO ISTITUZIONALE DI SVILUPPO;0;
L46P;Legge 46 contributi;STRUMENTI DI ATTUAZIONE DIRETTA;0;
CP01;CIS Direttrice ferroviaria Napoli- Bari -Lecce-Taranto;CONTRATTO ISTITUZIONALE DI SVILUPPO;0;
CIS1;CIS Direttrice Ferroviaria Napoli- Bari -Lecce/Taranto;CONTRATTO ISTITUZIONALE DI SVILUPPO;0;
CC01;CIS Direttrice ferroviaria Salerno Reggio Calabria;CONTRATTO ISTITUZIONALE DI SVILUPPO;0;
AA06;I^ATTO INTEGRATIVO Completamento e rafforz.del sistema logistico di mobilita regionale per favorire lo svil.economico territoriale in rif.alla movimentaz.passeggeri e merci.INT.1 PORTI EAEROPORTI;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
SAFD;Interventi di rilevanza strategica regionale nei settori ambientali della depurazione delle acque e trattamento delle acque reflue urbane;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
AA03;Completamento e rafforzamento del sistema logistico di mobilita regionale per favorire lo sviluppo economico territoriale in rif. alla movimentazione passeggeri e merci.INTERVENTO 1 PORTI E AEROPORTI;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
SI1R;Migliorare lÃÂ¿accesso al credito delle PMI abruzzesi;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AA01;Rafforzare e migliorare il sistema di mobilitÃÂ  regionale nei centri urbani e nelle aree montane attraverso l'incentivazione di mobilitÃÂ  di trasporto sostenibili (filovie, funivie, combinazioni i;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
AA04;Completamento e rafforzamento del sistema logistico di mobilitÃÂ  regionale per favorire lo sviluppo economico territoriale in riferimento alla movimentazione passeggeri e merci.;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
AA07;AA07-II^ATTO INTEGRATIVO Completamento e rafforz.del sistema logistico di mobilita regionale per favorire lo svil.economico territoriale in rif.alla movimentaz.passeggeri merci.INT.1 PORTI AEROPORTI;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AB01;Riduzione del rischio derivante da fenomeni alluvionali, franosi ed erosivi delle diverse fasce del territorio regionale (montagna interna, pedemontana e costiera).;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
AB04;"I^ ATTO INTEGRATIVO APQ RIDUZIONE DEL RISCHIO IDROGEOLOGICO DERIVANTE DA FENOMENI FRANOSI, ALLUVIONALI ED EROSIVI""";ACCORDO DI PROGRAMMA QUADRO (APQ);0;
AF01;Sostenere la realizzazione dellÃÂ¿Azione Connessa Automotive;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
AF02;Beni Culturali;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
AG01;Crescita Digitale della Regione ABRUZZO;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
AH01;APQ VALLE PELIGNA;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
ARI1;PIANO STRAORDINARIO DI TUTELA E GESTIONE DELLA RISORSA IDRICA, FINALIZZATO PRIORITARIAMENTE A POTENZIARE LA CAPACITA' DI DEPURAZIONE DEI REFLUI URBANI - L. 27.12.2013 N. 147;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
CAB1;Sistema Universitario Abruzzo;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
SA02;Realizzazione di impianto funiviario con veicoli misti in localitÃÂ  Prati di Tivo nel comprensorio teramano del Gran Sasso - Linea d'azione III.2.1.a;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SA03;Mondiali di Sci Juniores 2012, Roccaraso (AQ) - Linea d'azione III.2.1.a;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SA04;LdA 322a  Completamento e rafforzamento del sistema logistico di mobilitÃÂ  regionale per favorire lo sviluppo economico territoriale in riferimento alla movimentazione passeggeri e merci;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SA05;Miglioramento dei collegamenti con Roma attraverso la realizzazione di una rete integrata ferro gomma e potenz. parco rotabile destinato al TPL Acquisto di autobus ad alimentazione non convenzionale;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SA06;III21a Rafforzare e migl il sistema di mobilitÃÂ  regionale nei centri urbani e nelle aree montane  attraverso l'incentivazione di mobilitÃÂ  di trasporto sostenibili (funivie, filovie, combinazioni;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SA07;LdA III.2.2.a Completamento e rafforzamento del sistema logistico di mobilitÃÂ  regionale per favorire lo sviluppo economico territoriale in riferimento alla movimentazione passeggeri e merci.;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SB02;Recuperare e rifunzionalizzare i detrattori ambientali e Rafforzare la governance delle politiche ambientali;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SB03;Riqualificazione del paesaggio urbano e miglioramento della fruizione infrastrutturale;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SB05;Realizzazione di opere infrastrutturali per lÃÂ¿adeguamento ed il potenziamento del servizio idrico integrato (acquedotti, fognature e depuratori);STRUMENTI DI ATTUAZIONE DIRETTA;0;
SB07;Attuazione dei ÃÂ¿Programmi straordinari per lo sviluppo delle raccolte differenziate, il recupero e il ricicloÃÂ¿ e del ÃÂ¿Programma straordinario per la prevenzione e riduzione dei rifiutiÃÂ¿;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SB08;Attuazione dei ÃÂ¿Programmi straordinari per lo sviluppo delle raccolte differenziate, il recupero e il ricicloÃÂ¿ e del ÃÂ¿Programma straordinario per la prevenzione e riduzione dei rifiutiÃÂ¿;STRUMENTI DI ATTUAZIONE DIRETTA;0;
