COD_PROGETTO_COMPLESSO;DESCRIZIONE_PROGETTO_COMPLESSO;COD_TIPO_COMPLESSITA;DESCR_TIPO_COMPLESSITA;OC_CODICE_PROGRAMMA;x_CICLO;x_AMBITO;x_PROGRAMMA;QUERY;NOTE
PC04263ARIM19-871MGDQ/1;IL MAGGIORDOMO DI QUARTIERE...1,2,3 Ã QUI PER TE!;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04256ARSP19-871MGDQ/1;L'operazione intende realizzare tre sportelli per rispondere alle necessitÃ  di soggetti fragili ed in temporanea difficoltÃ  economica tramite il loro coinvolgimento nell'erogazione di prestazioni di prossimitÃ  che costituiranno un sensore dei problemi della cittÃ  ed una prima risposta alle esigenze emergenti all'inteno della comunitÃ ;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04257ARGE20-879APRO/1;APPRENDISTI IN FORMAZIONE;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04320ARGE20-439FORMXRIPR/1;SEZIONI A e B - FORMAZIONE PER LA RIPRESA - AZIONI A VOUCHER;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04266ARGE20-879APRO/2;FORMAZIONE PER L' APPRENDISTATO PROFESSIONALIZZANTE;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04262ARGE20-439FORMXRIPR/3;SEZIONI A e B - FORMAZIONE PER LA RIPRESA - AZIONI A VOUCHER;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04288ARGE20-879APRO/3;APPRENDISTATO PROFESSIONALIZZANTE IMPERIA;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04258ARGE20-879APRO/4;APPRENDISTATO 20.20;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04303ARGE20-879APRO/5;FORMAZIONE PER L' APPRENDISTATO PROFESSIONALIZZANTE;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04313ARGE20-879APRO/6;APPRENDIGENOVA;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04264ARGE20-879APRO/7;PROFESSIONAL DEVELOPMENT;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00758ARIEFP1518/21;OPERATORE DELL'ABBIGLIAMENTO - GE - IEFP TRIENNALE 2015-18;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04304ARGE20-439FORMXRIPR/7;SEZIONI A e B - FORMAZIONE PER LA RIPRESA - AZIONI A VOUCHER;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04267ARGE20-879APRO/8;FORMAZIONE IN APPRENDISTATO;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04268ARGE20-879APRO/9;FORMAZIONE PER L'APPRENDISTATO;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04314ARGE20-439FORMXRIPR/9;SEZIONI A e B - FORMAZIONE PER LA RIPRESA - AZIONI A VOUCHER;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04305ARGE20-879APRO/14;APPRENDO;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04269ARGE20-879APRO/15;CATALOGO APPRENDISTATO PROFESSIONALIZZANTE F.IRE 2020;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04277ARGE20-879APRO/10;FORMAZIONE DI BASE E TRASVERSALE- APPRENDISTATO PROFESSIONALIZZANTE;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04310ARGE20-879APRO/16;APPRENDISTI OGGI: FORMARSI PER UNA PROFESSIONE;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04276ARGE20-879APRO/17;FORMAZIONE PER L' APPRENDISTATO PROFESSIONALIZZANTE AI SENSI DELLA D.G.R. 803 DEL 24/09/2019;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04319ARGE20-879APRO/18;F.A.Q. - FORMAZIONE PER UN APPRENDISTATO DI QUALITÃ;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04259ARGE20-879APRO/19;F.A.PRO (FORMAZIONE PER L'APPRENDISTATO PROFESSIONALIZZANTE);OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04315ARGE20-879APRO/20;S.T.A.R. SVILUPPIAMO TALENTI PER L'APPRENDISTATO DELLA NOSTRA REGIONE;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04324ARGE20-879APRO/21;"COMPETENZE DI BASE E TRASVERSALI PER L'APPRENDISTATO PROFESSIONALIZZANTE: APPRENDO (AMBITO TERRITORIALE GENOVA); COGNITIO (AMBITO TERRITORIALE LA SPEZIA)";OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00907RLLM16DGR876/1;Rafforzamento attivitÃ  Servizi per l'Impiego;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04251ARGE20-879APRO/11;APPRENDISTI AL CENTRO;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04253ARGE20-879APRO/12;APPRENDERE PER COMPETERE 20.20 - COMPETENZE DI BASE E TRASVERSALI APPRENDISTATO PROFESSIONALIZZANTE LA SPEZIA;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04283ARGE20-439FORMXRIPR/15;SEZIONI A e B - FORMAZIONE PER LA RIPRESA - AZIONI A VOUCHER;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04280ARGE20-439FORMXRIPR/17;SEZIONI A e B - FORMAZIONE PER LA RIPRESA - AZIONI A VOUCHER;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00845RLOF16ITS/4;Approv. energetico - 1a e 2a annualitÃ  2016-2018;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04293ARGE20-439FORMXRIPR/23;SEZIONI A e B - FORMAZIONE PER LA RIPRESA - AZIONI A VOUCHER;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04339ARGE20-439FORMXRIPR/25;SEZIONI A e B - FORMAZIONE PER LA RIPRESA - AZIONI A VOUCHER;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04316ARGE20-439FORMXRIPR/37;SEZIONI A e B - FORMAZIONE PER LA RIPRESA - AZIONI A VOUCHER;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04335ARGE20-439FORMXRIPR/43;SEZIONI A e B - FORMAZIONE PER LA RIPRESA - AZIONI A VOUCHER;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04273ARGE20-879APRO/13;APPRENDISTATO PROFESSIONALIZZANTE SP -SV;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00759ARIEFP1518/22;OPERATORE DEI SISTEMI E DEI SERVIZI LOGISTICI - GE - IEFP TRIENNALE 2015-18;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00846RLOF16ITS/7;Cuoco di bordo - 1a e 2a annualitÃ  2016-2018;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04274ARGE18-2128-2F-1133/27;RAFFORZAMENTO E ALLINEAMENTO DELLE COMPETENZE PROFESSIONALI DEGLI OPERATORI  -LINEA B1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04306ARGE20-879APRO/26;APPRENDERE PER LAVORARE;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00847RLOF16ITS/9;Tecnico luci - 1a e 2a annualitÃ  2016-2018;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04308ARGE20-879APRO/22;PER UN APPRENDISTATO COGNITIVO: UN PONTE TRA FORMAZIONE E LAVORO ( GENOVA) - PER UN APPRENDISTATO COGNITIVO: UN PONTE TRA FORMAZIONE E LAVORO ( SAVONA);OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04309ARGE20-879APRO/23;AD OGNI AZIENDA IL SUO TALENTO: FORMAZIONE PER I PROFESSIONISTI DEL FUTURO;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00848RLOF16ITS/10;Middle manager di bordo - 1a e 2a annualitÃ  2016-2018;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04318ARGE20-879APRO/24;PROFESSIONALMENTE;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00849RLOF16ITS/12;Trasporti e logistica - 1a e 2a annualitÃ  2016-2018;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04275ARGE20-879APRO/25;E&f ON THE JOB;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04588ARIEFP2023/4;OPERATORE DELLA RISTORAZIONE (preparazione pasti - servizio di sala e bar) - GE LEV - IEFP TRIENNALE 2020-23;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04616ARIEFP2023/9;OPERATORE DI IMPIANTI TERMOIDRAULICI - GE LEV - IEFP TRIENNALE 2020-23;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04581ARIEFP2023/12;OPERATORE DEL BENESSERE (ESTETICA) - GE LEV - IEFP TRIENNALE 2020-23;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04301ARGE20-439FORMXRIPR/53;SEZIONI A e B - FORMAZIONE PER LA RIPRESA - AZIONI A VOUCHER;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04589ARIEFP2023/5;OPERATORE TRASFORMAZIONE AGROALIMENTARE - GE MET - IEFP TRIENNALE 2020-23;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04590ARIEFP2023/3;OPERATORE DEL BENESSERE (ESTETICA - ACCONCIATURA) - GE MET - IEFP TRIENNALE 2020-23;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04591ARIEFP2023/1;OPERATORE AMMINISTRATIVO SEGRETARIALE - GE METRO - IEFP TRIENNALE 2020-23;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04592ARIEFP2023/19;OPERATORE MECCANICO - GE MET - IEFP TRIENNALE 2020-2023;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04593ARIEFP2023/18;OPERATORE AMMINISTRATIVO SEGRETARIALE - GE MET - IEFP TRIENNALE 2020-23;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04594ARIEFP2023/13;OPERATORE AI SERVIZI DI PROMOZIONE E ACCOGLIENZA/OP. DEL LEGNO - GE MET - IEFP TRIENNALE 2020-23;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04595ARIEFP2023/8;OPERATORE ELETTRICO - GE MET (Quarto) - IEFP TRIENNALE 2020-23;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04596ARIEFP2023/10;OPERATORE ELETTRICO - A - GE MET (Sampierdarena) - IEFP TRIENNALE 2020-23;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04597ARIEFP2023/11;OPERATORE ELETTRICO - B - GE MET (Sampierdarena) - IEFP TRIENNALE 2020-23;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04605ARIEFP2023/20;OPERATORE ELETTRICO - GE LEV - IEFP TRIENNALE 2020-23;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04598ARIEFP2023/24;OPERATORE MECCANICO - GE LEV - IEFP TRIENNALE 2020-23;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04613ARIEFP2023/14;OPERATORE DEL BENESSERE (ESTETICA - ACCONCIATURA) - GE MET - IEFP TRIENNALE 2020-23;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00685AG2016PUBLMDL/1;"pubblicazione su ""Il Secolo XIX"" inserimento e reinserimento nel mercato del lavoro";OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04614ARIEFP2023/7;OPERATORE ALLA RIPARAZIONE DEI VEICOLI A MOTORE (Riparazione parti e sistemi meccanici ed elettromeccanici del veicolo - Riparazioni di carrozzeria) - GE MET (Quarto) - IEFP TRIENNALE 2020-23;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04599ARIEFP2023/6;OPERATORE AMMINISTRATIVO SEGRETARIALE - GE MET - IEFP TRIENNALE 2020-23;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04606ARIEFP2023/15;OPERATORE EDILE/IMPIANTI TERMOIDRAULICI - GE MET - IEFP TRIENNALE 2020-2023;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04600ARIEFP2023/2;OPERATORE GRAFICO (Multimedia - stampa e allestimento) - GE MET - IEFP TRIENNALE 2020-2023;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04607ARIEFP2023/16;OPERATORE DEI SISTEMI E DEI SERVIZI LOGISTICI - GE MET - IEFP TRIENNALE 2020-23;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04601ARIEFP2023/17;OPERATORE DELLA RISTORAZIONE (preparazione pasti - servizio di sala e bar) - GE MET - IEFP TRIENNALE 2020-2023;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04602ARIEFP2023/21;OPERATORE DELLA RISTORAZIONE -LA SPEZIA- IEFP TRIENNALE 2020-23;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04603ARIEFP2023/22;OPERATORE MECCANICO - LA SPEZIA - IEFP TRIENNALE 2020-23;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04604ARIEFP2023/23;OPERATORE AMMINISTRATIVO-SEGRETARIALE, OPERATORE DEL LEGNO -LA SPEZIA- IEFP TRIENNALE 2020-23;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04582ARIEFP2023/25;OPERATORE DEL BENESSERE (indirizzo estetica-acconciatura) -LA SPEZIA- IEFP TRIENNALE 2020-23;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04583ARIEFP2023/26;OPERATORE DI IMPIANTI TERMOIDRAULICI, OPERATORE ELETTRICO - LA SPEZIA- IEFP TRIENNALE 2020-23;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04584ARIEFP2023/29;OPERATORE EDILE/OPERATORE IMPIANTI TERMOIDRAULICI - SV LEVANTE - IEFP TRIENNIO 2020-2023;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04608ARIEFP2023/30;OPERATORE DELLA RISTORAZIONE (Preparazione pasti - Servizi di sala e bar) - SV VALBORMIDA- IEFP TRIENNIO 2020-2023;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04585ARIEFP2023/31;OPERATORE ELETTRICO - SV PONENTE - IEFP TRIENNIO 2020-2023;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04586ARIEFP2023/32;OPERATORE DELLA RISTORAZIONE (Preparazione pasti - Servizio sala e bar) - SV LEVANTE - IE FP TRIENNIO 2020-2023;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04587ARIEFP2023/33;OPERATORE AGRICOLO - SV LEVANTE - IEFP TRIENNIO 2020-2023;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04609ARIEFP2023/27;OPERATORE EDILE/OPERATORE DI IMPIANTI TERMOIDRAULICI - IMPERIA - IEFP TRIENNIO 2020-2023;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04610ARIEFP2023/28;OPERATORE DELLA RISTORAZIONE (PREPARAZIONE PASTI - SERVIZI DI SALA E BAR) - IMPERIA - IEFP TRIENNIO 2020-2023;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04615ARIEFP2023/34;OPERATORE AI SERVIZI DI PROMOZIONE E ACCOGLIENZA - IM VENTIMIGLIA - IEFP TRIENNIO 2020-2023;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04611ARIEFP2023/35;OPERATORE DELLA RISTORAZIONE (PREPARAZIONE PASTI - SERVIZI DI SALA E BAR) - IM SANREMO - IEFP TRIENNIO 2020-2023;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04612ARIEFP2023/36;OPERATORE ELETTRICO - IM VENTIMIGLIA - IEFP TRIENNIO 2020-2023;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04271ARGE19-1756CAT/145;A1 - I NUOVI MANAGER DELLA RISORSA UMANA;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04425ARGE19-1756CAT/146;A2 - COMUNICAT ET LABORA;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04272ARGE19-1756CAT/143;A2 - MICROIMPRESA IN EVOLUZIONE: AGGIORNAMENTO OPERATORI AZIENDALI;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00906RLLM16DE6376/1;Click & Work completamento;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00843RLLM16DGR1046/1;"Progetto ""Over 40""";OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04325ARGE19-1756CAT/122;A1 - AGGIORNARSI PER COMPETERE UTENTI OCCUPATI;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04326ARGE19-1756CAT/125;B2 - RAFFORZARSI PER COMPETERE Â UTENTI DISOCCUPATI;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04327ARGE19-1756CAT/129;B2 - GOAL;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04328ARGE19-1756CAT/8;A1 - COMPETENCE DEVELOPMENT - A1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04323ARGE19-1756CAT/9;A2 - COMPETENCE DEVELOPMENT - A2;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04398ARGE19-1756CAT/66;A1 - INNALZAMENTO COMPETENZE TRASVERSALI PER RISPONDERE AI CAMBIAMENTI IN ATTO;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04333ARGE19-1756CAT/54;A1 - FORMARSI PER CRESCERE;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04337ARGE19-1756CAT/57;B2 - FORMAZIONE PER LA DIGITAL TRANSFORMATION;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04321ARGE19-1756CAT/42;B1 - PEFORMARE: EDUCARE I GIOVANI AL MONDO DEL LAVORO;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04322ARGE19-1756CAT/15;A1 - CATALOGO OCCUPATI A1 F.IRE;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00879ARGE16-1052/1;SPECIALIZE YOUR LIFE 2017 - LINEA 2;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04332ARGE19-1756CAT/75;A2 - AGGIORNARSI PER LE SFIDE DEL FUTURO;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04334ARGE19-1756CAT/17;B2 - CATALOGO DISOCCUPATI B2 F.IRE;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04426ARGE19-1756CAT/11;B2 - COMPETENCE DEVELOPMENT - B2;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04346ARGE19-1756CAT/7;B2 - FORMAZIONE;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04439ARGE19-1756CAT/39;B2 - DIGITAL COMUNICATION MANAGER;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04460ARGE19-1756CAT/27;B2 - PREPARARSI AL LAVORO;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04366ARGE19-1756CAT/51;B2 - CATALOGO FORMATIVO - COMPETENZE IN MOVIMENTO;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04371ARGE19-1756CAT/65;B2 - SKILLS REVALIDATION;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04351ARGE19-1756CAT/130;A1 - CATALOGO FORMATIVO A DOMANDA INDIVIDUALE PER ADDETTI PMI DELLA VAL DI MAGRA (SETTORE COMMERCIO E SERVIZI);OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00760ARIEFP1518/23;OPERATORE AMMINISTRATIVO SEGRETARIALE - GE - IEFP TRIENNALE 2015-18;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04341ARGE19-1756CAT/126;A1 - INSIGHT;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04348ARGE19-1756CAT/117;B2 - CATALOGO INTERVENTI PER PERSONE IN CERCA DI LAVORO NEL SETTORE LOGISTICA E TRASPORTI;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04367ARGE19-1756CAT/78;A1 - AGGIORBAMENTO E ACCRESCIMENTO DELLE COMPETENZE PROFESSIONALI DEI LAVORATORI;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04473ARGE19-1756CAT/96;B2 - RICOMINCIARE CON L' EDILIZIA;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04349ARGE19-1756CAT/82;B2 - TRADIZIONE E INNOVAZIONE PER L'OCCUPAZIONE DEGLI ADULTI;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04347ARGE19-1756CAT/142;A1 - AGGIORNAMENTO DEL SINGOLO LAVORATORE IN AZIENDA;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04342ARGE19-1756CAT/153;A2 - STRUMENTI AVANZATI PER LA PROGETTAZIONE SOSTENIBILE IN EDILIZIA;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00880ARGE16-1052/3;DisabilitÃ  e mercato del lavoro - Linea 2;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00881ARGE16-1052/4;JAK JOB ACCES KEY - LINEA 2;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00882ARGE16-1052/5;CRESCERE PER LAVORARE-LINEA1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00884ARGE16-1052/8;INCLUDERE PER COMPETERE-LINEA2;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00885ARGE16-1052/9;INTEGRARE PER CRESCERE- LINEA3;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04463ARGE19-1756CAT/159;B2 - IN.FORMA;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC04479ARGE19-1756CAT/158;B1 - START;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
