OC_COD_CICLO;OC_DESCR_CICLO;OC_CODICE_PROGRAMMA;OC_DESCRIZIONE_PROGRAMMA;OC_ARTICOLAZIONE_PROGRAMMA;OC_COD_ARTICOLAZ_PROGRAMMA;OC_DESCR_ARTICOLAZ_PROGRAMMA;OC_SUBARTICOLAZIONE_PROGRAMMA;OC_COD_SUBARTICOLAZ_PROGRAMMA;OC_DESCR_SUBARTICOLAZ_PROGRAMMA;QUERY;NOTE
1;Ciclo di programmazione 2007-2013;2007IT161PO010;POR CONV FESR PUGLIA;ASSE;04;RISORSE NATURALI E CULTURALI PER ATTRATTIVITA' E SVILUPPO;OBIETTIVO SPECIFICO;1.2;1b) Tutelare, valorizzare e promuovere  i beni sto;0;
1;Ciclo di programmazione 2007-2013;2007IT161PO010;POR CONV FESR PUGLIA;ASSE;04;RISORSE NATURALI E CULTURALI PER ATTRATTIVITA' E SVILUPPO;OBIETTIVO SPECIFICO;1.3;1c) Promuovere infrastrutture e servizi per lo svi;0;
1;Ciclo di programmazione 2007-2013;2007IT161PO010;POR CONV FESR PUGLIA;ASSE;04;RISORSE NATURALI E CULTURALI PER ATTRATTIVITA' E SVILUPPO;OBIETTIVO SPECIFICO;1.4;1d) Promuovere il sostegno e lo sviluppo delle Are;0;
1;Ciclo di programmazione 2007-2013;2007IT161PO010;POR CONV FESR PUGLIA;ASSE;05;RETI E COLLEGAMENTI PER LA MOBILITA';OBIETTIVO SPECIFICO;1.1;1a) Potenziare le strutture e i servizi a terra e;0;
1;Ciclo di programmazione 2007-2013;2007IT161PO010;POR CONV FESR PUGLIA;ASSE;05;RETI E COLLEGAMENTI PER LA MOBILITA';OBIETTIVO SPECIFICO;1.2;1b)Migliorare laccessibilità ai porti strategici;0;
1;Ciclo di programmazione 2007-2013;2007IT161PO010;POR CONV FESR PUGLIA;ASSE;05;RETI E COLLEGAMENTI PER LA MOBILITA';OBIETTIVO SPECIFICO;2.1;2a) Realizzare interventi integrati infrastruttura;0;
1;Ciclo di programmazione 2007-2013;2007IT161PO010;POR CONV FESR PUGLIA;ASSE;05;RETI E COLLEGAMENTI PER LA MOBILITA';OBIETTIVO SPECIFICO;2.3;2c) Realizzare percorsi ciclabili in ambito urbano;0;
1;Ciclo di programmazione 2007-2013;2007IT161PO010;POR CONV FESR PUGLIA;ASSE;05;RETI E COLLEGAMENTI PER LA MOBILITA';OBIETTIVO SPECIFICO;2.2;2b) Realizzare infrastrutture di interscambio pres;0;
1;Ciclo di programmazione 2007-2013;2007IT161PO010;POR CONV FESR PUGLIA;ASSE;05;RETI E COLLEGAMENTI PER LA MOBILITA';OBIETTIVO SPECIFICO;4.1;4a) Realizzare in ambito urbano e regionale gli in;0;
1;Ciclo di programmazione 2007-2013;2007IT161PO010;POR CONV FESR PUGLIA;ASSE;05;RETI E COLLEGAMENTI PER LA MOBILITA';OBIETTIVO SPECIFICO;5.1;5a) Realizzare progetti integrati di tipo infrastr;0;
1;Ciclo di programmazione 2007-2013;2007IT161PO010;POR CONV FESR PUGLIA;ASSE;06;COMPETITIVITA' DEI SETTORI PRODUTTIVI E OCCUPAZIONE;OBIETTIVO SPECIFICO;1.2;1b) Ampliare l'offerta di strumenti finanziari inn;0;
1;Ciclo di programmazione 2007-2013;2007IT161PO010;POR CONV FESR PUGLIA;ASSE;06;COMPETITIVITA' DEI SETTORI PRODUTTIVI E OCCUPAZIONE;OBIETTIVO SPECIFICO;1.1;1a) Consolidare la crescita del tessuto produttivo;0;
1;Ciclo di programmazione 2007-2013;2007IT161PO010;POR CONV FESR PUGLIA;ASSE;06;COMPETITIVITA' DEI SETTORI PRODUTTIVI E OCCUPAZIONE;OBIETTIVO SPECIFICO;1.4;1d) Migliorare le condizioni insediative delle imp;0;
1;Ciclo di programmazione 2007-2013;2007IT161PO010;POR CONV FESR PUGLIA;ASSE;06;COMPETITIVITA' DEI SETTORI PRODUTTIVI E OCCUPAZIONE;OBIETTIVO SPECIFICO;1.3;1c) Consolidare e ampliare i processi di internazi;0;
1;Ciclo di programmazione 2007-2013;2007IT161PO010;POR CONV FESR PUGLIA;ASSE;07;COMPETITIVITA' E ATTRATTIVITA' CITTA' E SISTEMI URBANI;OBIETTIVO SPECIFICO;1.1;1a) Rigenerazione urbana attraverso piani integrat;0;
1;Ciclo di programmazione 2007-2013;2012PUXXXPAC00;PAC PUGLIA;LINEA;32001;Salvaguardia;AZIONE;12E4;Interventi di rigenerazione urbana;0;
1;Ciclo di programmazione 2007-2013;2012PUXXXPAC00;PAC PUGLIA;LINEA;31001;Misure Anticicliche;AZIONE;12E4;1. Agevolazione fiscale de minimis per micro e pic;0;
1;Ciclo di programmazione 2007-2013;2007IT161PO010;POR CONV FESR PUGLIA;ASSE;07;COMPETITIVITA' E ATTRATTIVITA' CITTA' E SISTEMI URBANI;OBIETTIVO SPECIFICO;1.2;1b) Rigenerazione territoriale attraverso piani in;0;
1;Ciclo di programmazione 2007-2013;2007IT161PO010;POR CONV FESR PUGLIA;ASSE;08;GOVERNANCE, CAPACITA' ISTITUZIONALI E MERCATI;OBIETTIVO SPECIFICO;1.1;1a) Sviluppare la partecipazione nella fase di att;0;
1;Ciclo di programmazione 2007-2013;2007IT161PO010;POR CONV FESR PUGLIA;ASSE;08;GOVERNANCE, CAPACITA' ISTITUZIONALI E MERCATI;OBIETTIVO SPECIFICO;1.2;1b) Sostenere l'attuazione efficace ed efficiente;0;
1;Ciclo di programmazione 2007-2013;2007IT161PO010;POR CONV FESR PUGLIA;ASSE;08;GOVERNANCE, CAPACITA' ISTITUZIONALI E MERCATI;OBIETTIVO SPECIFICO;1.3;1c) Sviluppare attività  di informazione e pubblic;0;
1;Ciclo di programmazione 2007-2013;2007IT051PO005;POR CONV FSE  PUGLIA;ASSE;01;Asse I - Adattabilità;OBIETTIVO SPECIFICO;1.1;1a) Consolidare la qualificazione dei lavoratori c;0;
1;Ciclo di programmazione 2007-2013;2007IT051PO005;POR CONV FSE  PUGLIA;ASSE;01;Asse I - Adattabilità;OBIETTIVO SPECIFICO;2.2;2b) Sviluppare un sistema integrato di qualità  e;0;
1;Ciclo di programmazione 2007-2013;2007IT051PO005;POR CONV FSE  PUGLIA;ASSE;01;Asse I - Adattabilità;OBIETTIVO SPECIFICO;1.2;1b) Rafforzare il canale formativo dell'apprendist;0;
1;Ciclo di programmazione 2007-2013;2007IT051PO005;POR CONV FSE  PUGLIA;ASSE;01;Asse I - Adattabilità;OBIETTIVO SPECIFICO;2.3;2c) Sostenere le riorganizzazioni aziendali e il r;0;
1;Ciclo di programmazione 2007-2013;2007IT051PO005;POR CONV FSE  PUGLIA;ASSE;01;Asse I - Adattabilità;OBIETTIVO SPECIFICO;3.1;3a) Accompagnare i processi di innovazione e adatt;0;
1;Ciclo di programmazione 2007-2013;2007IT051PO005;POR CONV FSE  PUGLIA;ASSE;01;Asse I - Adattabilità;OBIETTIVO SPECIFICO;2.1;2a) Promuovere la stabilizzazione professionale e;0;
1;Ciclo di programmazione 2007-2013;2007IT051PO005;POR CONV FSE  PUGLIA;ASSE;02;Asse II - Occupabilità;OBIETTIVO SPECIFICO;1.1;1a) Potenziare la capacità  di intervento dei serv;0;
1;Ciclo di programmazione 2007-2013;2007IT051PO005;POR CONV FSE  PUGLIA;ASSE;02;Asse II - Occupabilità;OBIETTIVO SPECIFICO;1.2;1b) Sostenere l'emersione, la legalità  e la sicur;0;
1;Ciclo di programmazione 2007-2013;2007IT051PO005;POR CONV FSE  PUGLIA;ASSE;02;Asse II - Occupabilità;OBIETTIVO SPECIFICO;3.1;3a) Sostenere l'accesso delle donne al mercato del;0;
1;Ciclo di programmazione 2007-2013;2007IT051PO005;POR CONV FSE  PUGLIA;ASSE;02;Asse II - Occupabilità;OBIETTIVO SPECIFICO;2.2;2b) Sostenere la nuova imprenditorialità  in parti;0;
1;Ciclo di programmazione 2007-2013;2007IT051PO005;POR CONV FSE  PUGLIA;ASSE;02;Asse II - Occupabilità;OBIETTIVO SPECIFICO;2.3;2c) Sostenere l'inserimento attivo dei migranti.;0;
1;Ciclo di programmazione 2007-2013;2007IT051PO005;POR CONV FSE  PUGLIA;ASSE;03;Asse III - Inclusione sociale;OBIETTIVO SPECIFICO;1.2;1b) Supportare l'inserimento e il reinserimento la;0;
1;Ciclo di programmazione 2007-2013;2007IT051PO005;POR CONV FSE  PUGLIA;ASSE;03;Asse III - Inclusione sociale;OBIETTIVO SPECIFICO;1.1;1a)Promuovere azioni di sistema finalizzate a rimo;0;
1;Ciclo di programmazione 2007-2013;2007IT051PO005;POR CONV FSE  PUGLIA;ASSE;04;Asse IV - Capitale umano;OBIETTIVO SPECIFICO;3.3;3c) Rafforzare la filiera formativa tecnico-scient;0;
1;Ciclo di programmazione 2007-2013;2007IT051PO005;POR CONV FSE  PUGLIA;ASSE;04;Asse IV - Capitale umano;OBIETTIVO SPECIFICO;2.1;2a) Sostenere l'innalzamento della qualificazione;0;
1;Ciclo di programmazione 2007-2013;2007IT051PO005;POR CONV FSE  PUGLIA;ASSE;04;Asse IV - Capitale umano;OBIETTIVO SPECIFICO;3.1;3a) Prevenire la dispersione scolastica con interv;0;
1;Ciclo di programmazione 2007-2013;2007IT051PO005;POR CONV FSE  PUGLIA;ASSE;04;Asse IV - Capitale umano;OBIETTIVO SPECIFICO;3.2;3b) Favorire l'assolvimento dell'obbligo e la qual;0;
1;Ciclo di programmazione 2007-2013;2007IT051PO005;POR CONV FSE  PUGLIA;ASSE;05;Asse V - Trasnazionalità e interregionalità;OBIETTIVO SPECIFICO;1.3;1c) Sviluppare la progettualità  su base transnazi;0;
1;Ciclo di programmazione 2007-2013;2007IT051PO005;POR CONV FSE  PUGLIA;ASSE;05;Asse V - Trasnazionalità e interregionalità;OBIETTIVO SPECIFICO;1.2;1b) Sostenere lo scambio e la diffusione di buone;0;
1;Ciclo di programmazione 2007-2013;2007IT051PO005;POR CONV FSE  PUGLIA;ASSE;05;Asse V - Trasnazionalità e interregionalità;OBIETTIVO SPECIFICO;1.1;1a) Favorire la mobilità  transnazionale di studen;0;
1;Ciclo di programmazione 2007-2013;2007IT051PO005;POR CONV FSE  PUGLIA;ASSE;06;Asse VI - Assistenza Tecnica;OBIETTIVO SPECIFICO;1.4;1d) Dare ampia visibilità  al programma con adegua;0;
1;Ciclo di programmazione 2007-2013;2007IT051PO005;POR CONV FSE  PUGLIA;ASSE;06;Asse VI - Assistenza Tecnica;OBIETTIVO SPECIFICO;1.1;1a) Sostenere l'esecuzione del PO nelle sue princi;0;
1;Ciclo di programmazione 2007-2013;2007IT051PO005;POR CONV FSE  PUGLIA;ASSE;06;Asse VI - Assistenza Tecnica;OBIETTIVO SPECIFICO;1.2;1b) Rafforzare la capacità  amministrativa conness;0;
1;Ciclo di programmazione 2007-2013;2007IT051PO005;POR CONV FSE  PUGLIA;ASSE;06;Asse VI - Assistenza Tecnica;OBIETTIVO SPECIFICO;1.3;1c) Effettuare le valutazioni strategiche e/o oper;0;
1;Ciclo di programmazione 2007-2013;2007IT051PO005;POR CONV FSE  PUGLIA;ASSE;07;Asse VII - Capacità istituzionale;OBIETTIVO SPECIFICO;2.1;2a) Promuovere l'innovazione e il rafforzamento de;0;
1;Ciclo di programmazione 2007-2013;2007IT051PO005;POR CONV FSE  PUGLIA;ASSE;07;Asse VII - Capacità istituzionale;OBIETTIVO SPECIFICO;1.1;1a) Aumentare i livelli di trasparenza ed efficaci;0;
1;Ciclo di programmazione 2007-2013;2012PUXXXPAC00;PAC PUGLIA;LINEA;33001;Nuove Azioni;AZIONE;80002;Efficientamento energetico scuole;0;
1;Ciclo di programmazione 2007-2013;2012PUXXXPAC00;PAC PUGLIA;LINEA;32001;Salvaguardia;AZIONE;90001;Interventi ambientali;0;
1;Ciclo di programmazione 2007-2013;2012PUXXXPAC00;PAC PUGLIA;LINEA;32001;Salvaguardia;AZIONE;70001;Sanità territoriale;0;
1;Ciclo di programmazione 2007-2013;2012PUXXXPAC00;PAC PUGLIA;LINEA;32001;Salvaguardia;AZIONE;60001;Servizi sociali;0;
1;Ciclo di programmazione 2007-2013;2012PUXXXPAC00;PAC PUGLIA;LINEA;32001;Salvaguardia;AZIONE;1E5;Tutela del patrimonio culturale;0;
1;Ciclo di programmazione 2007-2013;2012PUXXXPAC00;PAC PUGLIA;LINEA;32001;Salvaguardia;AZIONE;20001;Trasporti;0;
1;Ciclo di programmazione 2007-2013;2012PUXXXPAC00;PAC PUGLIA;LINEA;32001;Salvaguardia;AZIONE;70002;Competitività dei sistemi produttivi;0;
1;Ciclo di programmazione 2007-2013;2012PUXXXPAC00;PAC PUGLIA;LINEA;32001;Salvaguardia;AZIONE;39001;Assistenza tecnica;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP015;POR FESR SARDEGNA;ASSE;I;RICERCA SCIENTIFICA, SVILUPPO TECNOLOGICO E INNOVAZIONE;OBIETTIVO SPECIFICO;1.1;INCREMENTO DELL'ATTIVITÃ DI INNOVAZIONE DELLE IMP;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP015;POR FESR SARDEGNA;ASSE;I;RICERCA SCIENTIFICA, SVILUPPO TECNOLOGICO E INNOVAZIONE;OBIETTIVO SPECIFICO;1.2;RAFFORZAMENTO DEL SISTEMA INNOVATIVO REGIONALE E N;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP015;POR FESR SARDEGNA;ASSE;I;RICERCA SCIENTIFICA, SVILUPPO TECNOLOGICO E INNOVAZIONE;OBIETTIVO SPECIFICO;1.3;PROMOZIONE DI NUOVI MERCATI PER L'INNOVAZIONE;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP015;POR FESR SARDEGNA;ASSE;II;AGENDA DIGITALE;OBIETTIVO SPECIFICO;2.2;DIGITALIZZAZIONE DEI PROCESSI AMMINISTRATIVI E DIF;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP015;POR FESR SARDEGNA;ASSE;II;AGENDA DIGITALE;OBIETTIVO SPECIFICO;2.3;POTENZIAMENTO DELLA DOMANDA DI ICT DI CITTADINI E;0;
1;Ciclo di programmazione 2007-2013;2007IT162PO016;POR CRO  FESR SARDEGNA;ASSE;03;Asse 3 Energia;OBIETTIVO SPECIFICO;3.1.2;Promuovere il risparmio, la riduzione dell'intensi;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP015;POR FESR SARDEGNA;ASSE;VI;USO EFFICIENTE DELLE RISORSE E VALORIZZAZIONE DEGLI ATTRATTO;OBIETTIVO SPECIFICO;6.3;MIGLIORAMENTO DEL SERVIZIO IDRICO INTEGRATO PER US;0;
1;Ciclo di programmazione 2007-2013;2007IT162PO016;POR CRO  FESR SARDEGNA;ASSE;04;Asse 4 Ambiente, Attrattività naturale, culturale e Turismo;OBIETTIVO SPECIFICO;4.1.5;Rafforzare il sistema di approvvigionamento idrico;0;
1;Ciclo di programmazione 2007-2013;2007IT162PO016:::2012SAXXXPAC00;POR CRO  FESR SARDEGNA:::PAC SARDEGNA;ASSE:::LINEA;04:::32001;Asse 4 Ambiente, Attrattività naturale, culturale e Turismo:::Istruzione;OBIETTIVO SPECIFICO:::AZIONE;4.1.5:::9999;Rafforzare il sistema di approvvigionamento idrico primario per gli usi multisettoriali.:::Azioni di salvaguardia POR;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP015;POR FESR SARDEGNA;ASSE;V;TUTELA DELL'AMBIENTE E PREVENZIONE DEI RISCHI;OBIETTIVO SPECIFICO;5.3;RIDUZIONE DEL RISCHIO INCENDI E DEL RISCHIO SISMIC;0;
1;Ciclo di programmazione 2007-2013;2007IT162PO016;POR CRO  FESR SARDEGNA;ASSE;01;Asse 1 Società dell'informazione;OBIETTIVO SPECIFICO;1.2.3;Incrementare la produzione di contenuti digitali.;0;
1;Ciclo di programmazione 2007-2013;2007IT162PO016;POR CRO  FESR SARDEGNA;ASSE;01;Asse 1 Società dell'informazione;OBIETTIVO SPECIFICO;1.1.2;Promuovere lo sviluppo della cittadinanza digitale;0;
1;Ciclo di programmazione 2007-2013;2007IT162PO016;POR CRO  FESR SARDEGNA;ASSE;01;Asse 1 Società dell'informazione;OBIETTIVO SPECIFICO;1.1.1;Rafforzare la disponibilità  di infrastrutture abi;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP015;POR FESR SARDEGNA;ASSE;II;AGENDA DIGITALE;OBIETTIVO SPECIFICO;2.1;RIDUZIONE DEI DIVARI DIGITALI NEI TERRITORI E DIFF;0;
1;Ciclo di programmazione 2007-2013;2012SAXXXPAC00;PAC SARDEGNA;LINEA;32001;Istruzione;AZIONE;12E4;Riqualificazione integrata delle aree urbane;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP015;POR FESR SARDEGNA;ASSE;III;COMPETITIVITA'  DEL SISTEMA PRODUTTIVO;OBIETTIVO SPECIFICO;3.3;CONSOLIDAMENTO, MODERNIZZAZIONE E DIVERSIFICAZIONE;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP015;POR FESR SARDEGNA;ASSE;III;COMPETITIVITA'  DEL SISTEMA PRODUTTIVO;OBIETTIVO SPECIFICO;3.6;MIGLIORAMENTO DELL'ACCESSO AL CREDITO DEL FINANZIA;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP015;POR FESR SARDEGNA;ASSE;III;COMPETITIVITA'  DEL SISTEMA PRODUTTIVO;OBIETTIVO SPECIFICO;3.7;DIFFUSIONE E RAFFORZAMENTO DELLE ATTIVITÃ ECONOMI;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP015;POR FESR SARDEGNA;ASSE;IV;ENERGIA SOSTENIBILE E QUALITA'  DELLA VITA;OBIETTIVO SPECIFICO;4.1;RIDUZIONE DEI CONSUMI ENERGETICI NEGLI EDIFICI E N;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP015;POR FESR SARDEGNA;ASSE;IV;ENERGIA SOSTENIBILE E QUALITA'  DELLA VITA;OBIETTIVO SPECIFICO;4.3;INCREMENTO DELLA QUOTA DI FABBISOGNO ENERGETICO CO;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP015;POR FESR SARDEGNA;ASSE;IV;ENERGIA SOSTENIBILE E QUALITA'  DELLA VITA;OBIETTIVO SPECIFICO;4.6;AUMENTO DELLA MOBILITÃ SOSTENIBILE NELLE AREE URB;0;
1;Ciclo di programmazione 2007-2013;2007IT162PO016;POR CRO  FESR SARDEGNA;ASSE;05;Asse 5 Sviluppo urbano;OBIETTIVO SPECIFICO;5.1.2;Recupero degli spazi pubblici, compreso le aree ve;0;
1;Ciclo di programmazione 2007-2013;2007IT162PO016;POR CRO  FESR SARDEGNA;ASSE;05;Asse 5 Sviluppo urbano;OBIETTIVO SPECIFICO;5.2.1;Recupero dell'ambiente costruito e dell'assetto st;0;
1;Ciclo di programmazione 2007-2013;2007IT162PO016;POR CRO  FESR SARDEGNA;ASSE;06;Asse 6 Competitività;OBIETTIVO SPECIFICO;6.1.1;Potenziare le attività  di ricerca industriale e e;0;
1;Ciclo di programmazione 2007-2013;2007IT162PO016;POR CRO  FESR SARDEGNA;ASSE;06;Asse 6 Competitività;OBIETTIVO SPECIFICO;6.2.1;Accrescere la propens. ad innovare del sistema del;0;
1;Ciclo di programmazione 2007-2013;2007IT162PO016;POR CRO  FESR SARDEGNA;ASSE;06;Asse 6 Competitività;OBIETTIVO SPECIFICO;6.2.2;Sostenere i processi di crescita e innovazione del;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP015;POR FESR SARDEGNA;ASSE;VI;USO EFFICIENTE DELLE RISORSE E VALORIZZAZIONE DEGLI ATTRATTO;OBIETTIVO SPECIFICO;6.6;MIGLIORAMENTO DELLE CONDIZIONI E DEGLI STANDARD DI;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP015;POR FESR SARDEGNA;ASSE;VI;USO EFFICIENTE DELLE RISORSE E VALORIZZAZIONE DEGLI ATTRATTO;OBIETTIVO SPECIFICO;6.7;MIGLIORAMENTO DELLE CONDIZIONI E DEGLI STANDARD DI;0;
1;Ciclo di programmazione 2007-2013;2007IT162PO016;POR CRO  FESR SARDEGNA;ASSE;07;Asse 7 Assistenza tecnica;OBIETTIVO SPECIFICO;7.1.1;Migliorare e consolidare l'efficienza dell'Amminis;0;
1;Ciclo di programmazione 2007-2013;2007IT162PO016;POR CRO  FESR SARDEGNA;ASSE;07;Asse 7 Assistenza tecnica;OBIETTIVO SPECIFICO;7.1.3;Promuovere la massima trasparenza e diffusione del;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP015;POR FESR SARDEGNA;ASSE;VIII;ASSISTENZA TECNICA PER L'EFFICIENTE ED EFFICACE ATTUAZIONE D;OBIETTIVO SPECIFICO;8.1;INCREMENTO DEI LIVELLI DI EFFICACIA ED EFFICIENZA;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP015;POR FESR SARDEGNA;ASSE;VII;PROMOZIONE DELL'INCLUSIONE SOCIALE, LOTTA ALLA POVERTÃ  E A;OBIETTIVO SPECIFICO;9.4;RIDUZIONE DEL NUMERO DI FAMIGLIE CON PARTICOLARI F;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP015;POR FESR SARDEGNA;ASSE;VII;PROMOZIONE DELL'INCLUSIONE SOCIALE, LOTTA ALLA POVERTÃ  E A;OBIETTIVO SPECIFICO;9.6;AUMENTO DELLA LEGALITÃ NELLE AREE AD ALTA ESCLUSI;0;
1;Ciclo di programmazione 2007-2013;2007IT162PO016;POR CRO  FESR SARDEGNA;ASSE;04;Asse 4 Ambiente, Attrattività naturale, culturale e Turismo;OBIETTIVO SPECIFICO;4.1.3;Garantire la riqualificazione produttiva delle are;0;
1;Ciclo di programmazione 2007-2013;2007IT162PO016;POR CRO  FESR SARDEGNA;ASSE;04;Asse 4 Ambiente, Attrattività naturale, culturale e Turismo;OBIETTIVO SPECIFICO;4.2.1;Sostenere interventi di  valorizzazione di aree di;0;
1;Ciclo di programmazione 2007-2013;2007IT162PO016;POR CRO  FESR SARDEGNA;ASSE;04;Asse 4 Ambiente, Attrattività naturale, culturale e Turismo;OBIETTIVO SPECIFICO;4.1.1;Prevenzione e mitigazione dei fenomeni di degrado;0;
1;Ciclo di programmazione 2007-2013;2007IT162PO016:::2012SAXXXPAC00;POR CRO  FESR SARDEGNA:::PAC SARDEGNA;ASSE:::LINEA;03:::32001;Asse 3 Energia:::Istruzione;OBIETTIVO SPECIFICO:::AZIONE;3.1.2:::9999;Promuovere il risparmio, la riduzione dell'intensità  e l'efficienza energetica.:::Azioni di salvaguardia POR;0;
1;Ciclo di programmazione 2007-2013;2007IT162PO016;POR CRO  FESR SARDEGNA;ASSE;04;Asse 4 Ambiente, Attrattività naturale, culturale e Turismo;OBIETTIVO SPECIFICO;4.1.2;Miglioramento degli strumenti per la sostenibilità;0;
1;Ciclo di programmazione 2007-2013;2007IT162PO016;POR CRO  FESR SARDEGNA;ASSE;04;Asse 4 Ambiente, Attrattività naturale, culturale e Turismo;OBIETTIVO SPECIFICO;4.2.4;Innescare e sviluppare processi di integrazione, c;0;
1;Ciclo di programmazione 2007-2013;2007IT162PO016:::2012SAXXXPAC00;POR CRO  FESR SARDEGNA:::PAC SARDEGNA;ASSE:::LINEA;04:::32001;Asse 4 Ambiente, Attrattività naturale, culturale e Turismo:::Istruzione;OBIETTIVO SPECIFICO:::AZIONE;4.2.4:::9999;Innescare e sviluppare processi di integrazione, creando reti e sinergie tra risorse ambientali, culturali e settori economici.:::Azioni di salvaguardia POR;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP015;POR FESR SARDEGNA;ASSE;VI;USO EFFICIENTE DELLE RISORSE E VALORIZZAZIONE DEGLI ATTRATTO;OBIETTIVO SPECIFICO;6.8;RIPOSIZIONAMENTO COMPETITIVO DELLE DESTINAZIONI TU;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP015;POR FESR SARDEGNA;ASSE;V;TUTELA DELL'AMBIENTE E PREVENZIONE DEI RISCHI;OBIETTIVO SPECIFICO;5.1;RIDUZIONE DEL RISCHIO IDROGEOLOGICO E DI EROSIONE;0;
1;Ciclo di programmazione 2007-2013;2007IT162PO016:::2012SAXXXPAC00;POR CRO  FESR SARDEGNA:::PAC SARDEGNA;ASSE:::LINEA;04:::32001;Asse 4 Ambiente, Attrattività naturale, culturale e Turismo:::Istruzione;OBIETTIVO SPECIFICO:::AZIONE;4.1.1:::9999;Prevenzione e mitigazione dei fenomeni di degrado del suolo, recupero dei contesti degradati, attuazione dei piani di prevenzione dei rischi sia di origine antropica che naturale.:::Azioni di salvaguardia POR;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP015;POR FESR SARDEGNA;ASSE;III;COMPETITIVITA'  DEL SISTEMA PRODUTTIVO;OBIETTIVO SPECIFICO;3.4;INCREMENTO DEL LIVELLO DI INTERNAZIONALIZZAZIONE D;0;
2;Ciclo di programmazione 2014-2020;2016PATTICAGL;PATTO PER LO SVILUPPO CITTA' DI CAGLIARI;SETTORE STRATEGICO;1;Infrastrutture;ASSE TEMATICO;10;Infrastrutture pubbliche, didattiche/universitarie;0;
1;Ciclo di programmazione 2007-2013;2007IT162PO016;POR CRO  FESR SARDEGNA;ASSE;04;Asse 4 Ambiente, Attrattività naturale, culturale e Turismo;OBIETTIVO SPECIFICO;4.2.3;Promuovere e valorizzare i beni e le attività  cul;0;
1;Ciclo di programmazione 2007-2013;2007IT162PO016;POR CRO  FESR SARDEGNA;ASSE;02;Asse 2 Inclusione, Servizi sociali, Istruzione e Legalità;OBIETTIVO SPECIFICO;2.2.1;Migliorare le strutture scolastiche per aumentare;0;
1;Ciclo di programmazione 2007-2013;2007IT162PO016;POR CRO  FESR SARDEGNA;ASSE;01;Asse 1 Società dell'informazione;OBIETTIVO SPECIFICO;1.2.2;Aumentare la diffusione, l'accesso e l'uso delle t;0;
1;Ciclo di programmazione 2007-2013;2007IT162PO016;POR CRO  FESR SARDEGNA;ASSE;02;Asse 2 Inclusione, Servizi sociali, Istruzione e Legalità;OBIETTIVO SPECIFICO;2.2.2;Migliorare e incrementare l'accesso, la qualità  e;0;
1;Ciclo di programmazione 2007-2013;2012SAXXXPAC00;PAC SARDEGNA;LINEA;20001;Servizi di cura;AZIONE;60001;Case della salute;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP015;POR FESR SARDEGNA;ASSE;VII;PROMOZIONE DELL'INCLUSIONE SOCIALE, LOTTA ALLA POVERTÃ  E A;OBIETTIVO SPECIFICO;9.3;AUMENTO/CONSOLIDAMENTO/QUALIFICAZIONE DEI SERVIZI;0;
1;Ciclo di programmazione 2007-2013;2007IT162PO016:::2012SAXXXPAC00;POR CRO  FESR SARDEGNA:::PAC SARDEGNA;ASSE:::LINEA;01:::32001;Asse 1 Società dell'informazione:::Istruzione;OBIETTIVO SPECIFICO:::AZIONE;1.2.1:::9999;Sviluppare il sistema di supporto informativo per la sanità.:::Azioni di salvaguardia POR;0;
1;Ciclo di programmazione 2007-2013;2007IT162PO016;POR CRO  FESR SARDEGNA;ASSE;05;Asse 5 Sviluppo urbano;OBIETTIVO SPECIFICO;5.1.1;Ottimizzare la mobilità  sostenibile, la rete dei;0;
2;Ciclo di programmazione 2014-2020;2016PATTICAGL;PATTO PER LO SVILUPPO CITTA' DI CAGLIARI;SETTORE STRATEGICO;1;Infrastrutture;ASSE TEMATICO;9;Infrastrutture pubbliche, didattiche/universitarie;0;
1;Ciclo di programmazione 2007-2013;2007IT162PO016;POR CRO  FESR SARDEGNA;ASSE;07;Asse 7 Assistenza tecnica;OBIETTIVO SPECIFICO;7.1.2;Consolidare i processi di governance del Programma;0;
