COD_PROGETTO_COMPLESSO;DESCRIZIONE_PROGETTO_COMPLESSO;COD_TIPO_COMPLESSITA;DESCR_TIPO_COMPLESSITA;OC_CODICE_PROGRAMMA;x_CICLO;x_AMBITO;x_PROGRAMMA;QUERY;NOTE
;;;;2007SA002FA016;2007-2013;FSC;PRA SARDEGNA;0;
;;;;2007IT161PO002;2007-2013;FESR;POIN ENERGIA;0;
;;;;2016PATTICAT;2014-2020;FSC;PATTO CATANIA;0;
;;;;2015XXXXXPSO000;2014-2020;FSC;PIANO FSC DISSESTO IDROGEOLOGICO (FONDO);0;
;;;;2016PATTIGEN;2014-2020;FSC;PATTO GENOVA;0;
;;;;2016XXAMPSAP00;2014-2020;FSC;PIANO FSC DISSESTO IDROGEOLOGICO;0;
;;;;2016XXAMPSAP00;2007-2013;FSC;PIANO FSC DISSESTO IDROGEOLOGICO;0;
;;;;2012PCMDGPAC21;2007-2013;POC;PAC PCM GIOVENTU';0;
;;;;2016PATTIVEN;2014-2020;FSC;PATTO VENEZIA;0;
;;;;2007BO002FA009;2007-2013;FSC;PAR FSC PA BOLZANO;0;
RC216;10036 - DNA microarray integrato su silicio;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
;;;;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC001;10418 -  MICROFEROLIV;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC002;10911 -  Vaccino innovativo contro il gruppo A dello Streptococco;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
;;;;2007IT161PO001;2007-2013;FESR;POIN ATTRATTORI;0;
;;;;2007IT001FAOS8;2007-2013;FSC;ODS SARDEGNA;0;
19;Incentivi alla formazione ed istruzione dei ragazzi;7;Piano Azione Coesione;2007IT001FAOS8;2007-2013;FSC;ODS SARDEGNA;0;
47;Interventi per gli ambienti scolastici;7;Piano Azione Coesione;2007SA002FA016;2007-2013;FSC;PRA SARDEGNA;0;
;;;;2007IT004FAMA1;2007-2013;FSC;PNA RISANAMENTO AMBIENTALE;0;
RC003;12608 -  Riciclo PET post consumo per nuove applicazioni in campo elettrico;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC004;13587 -  Nanotecnologie e Materiali Optoelettronici per applicazioni Telecom/Datacom;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
;;;;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
54;Sostegno diretto alla gestione di strutture a titolaritÃÂ  pubblica che offrono servizi di cura per la prima infanzia o per anziani;7;Piano Azione Coesione;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
59;Erogazione di prestazioni di assistenza domiciliare socio-assistenziale per anziani non autosufficienti integrate allÃÂ¿assistenza socio- sanitaria;7;Piano Azione Coesione;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
60;Erogazione di servizi in assistenza domiciliare socio-assistenziale per anziani non autosufficienti non in ADI;7;Piano Azione Coesione;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
58;Realizzazione di opere pubbliche e altri interventi in conto capitale;7;Piano Azione Coesione;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
61;Investimento in allestimenti, forniture e adozioni di soluzioni innovative per la cura degli anziani;7;Piano Azione Coesione;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
56;Erogazione di buoni servizio per il sostegno alla domanda di servizi per la prima infanzia;7;Piano Azione Coesione;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
55;Acquisto di posti-utente in strutture private convenzionate che offrono servizi di cura per la prima infanzia o per anziani;7;Piano Azione Coesione;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
57;Erogazione di buoni servizio per il sostegno allÃÂ¿accesso a strutture per anziani;7;Piano Azione Coesione;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
14;Servizi per gli anziani - Servizi residenziali e semi-residenziali;7;Piano Azione Coesione;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
10;Servizi per l'infanzia - Sostegno alla domanda e alla gestione (solo nidi);7;Piano Azione Coesione;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
13;Servizi per gli anziani - Assistenza domiciliare (socio-assistenziale);7;Piano Azione Coesione;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
;;;;2017FSCRICERCA;2014-2020;FSC;PIANO FSC RICERCA E INNOVAZIONE;0;
;;;;2007IT006FISMA;2007-2013;FSC;PNA NUOVA IMPRENDITORIALITA' AGRICOLA;0;
9;Servizi per l'infanzia - Costruzione/ampliamento strutture;7;Piano Azione Coesione;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
1;Direttrice ferroviaria Napoli - Bari;7;Piano Azione Coesione;2007IT001FA005;2007-2013;FSC-POC;PAS DIRETTRICI FERROVIARIE;0;
4;Direttrice ferroviaria Catania - Palermo;7;Piano Azione Coesione;2007IT001FA005;2007-2013;FSC-POC;PAS DIRETTRICI FERROVIARIE;0;
;;;;2012MISE1PAC22;2007-2013;POC;PAC MISE IMPRESE, DOMANDA PUBBLICA E PROMOZIONE;0;
RC005;63 -  Net.P.P. - Sviluppo del Network Part Program;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC006;6409 -  SILA-STAMPI;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC007;6798 -  Valorizzazione grano saraceno attraverso innov.di processo e prodotto;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC010;7051 -  Sviluppo nuovi trattamenti termici superficiali per materiali metallici;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
2;Direttrice ferroviaria Salerno - Reggio Calabria;7;Piano Azione Coesione;2007IT001FA005;2007-2013;FSC-POC;PAS DIRETTRICI FERROVIARIE;0;
RC014;913 -  Centro di super calcolo per l'ingegneria Computazionale;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
;;;;2007AB002FA001;2007-2013;FSC;PAR FSC ABRUZZO;0;
;;;;2016PATTIABR;2014-2020;FSC;PATTO ABRUZZO;0;
58;Realizzazione di opere pubbliche e altri interventi in conto capitale;7;Piano Azione Coesione;2007AB002FA001;2007-2013;FSC;PAR FSC ABRUZZO;0;
27;Piano di interventi per la competitivitÃÂ  e l'innovazione;7;Piano Azione Coesione;2007AB002FA001;2007-2013;FSC;PAR FSC ABRUZZO;0;
RC311;PON01_01869 - Tecnologie e Materiali Innovativi per la Difesa del Territorio e la Tutela dell'ambiente  TEMADITUTELA;6;Progetto cointestato;2007AB002FA001;2007-2013;FSC;PAR FSC ABRUZZO;0;
;;;;2007PI004MA002;2007-2013;FSC;PS RISORSA IDRICA ABRUZZO;0;
;;;;2007AB003FA001;2007-2013;FSC;PRA ABRUZZO;0;
33;MobilitÃÂ  sostenibile urbana;7;Piano Azione Coesione;2007AB002FA001;2007-2013;FSC;PAR FSC ABRUZZO;0;
BASB1;2.1 Gestione dei rifiuti urbani;8;Patti per lo sviluppo;2007AB002FA001;2007-2013;FSC;PAR FSC ABRUZZO;0;
CAME2;4.2 Valorizzazione del patrimonio culturale;8;Patti per lo sviluppo;2007AB002FA001;2007-2013;FSC;PAR FSC ABRUZZO;0;
;;;;2007IT001FAOS1;2007-2013;FSC;ODS ABRUZZO;0;
17;Realizzazione di impianti sportivi destinati ai giovani;7;Piano Azione Coesione;2007AB002FA001;2007-2013;FSC;PAR FSC ABRUZZO;0;
37;Attrazione culturale;7;Piano Azione Coesione;2007AB002FA001;2007-2013;FSC;PAR FSC ABRUZZO;0;
47;Interventi per gli ambienti scolastici;7;Piano Azione Coesione;2007AB002FA001;2007-2013;FSC;PAR FSC ABRUZZO;0;
11;Servizi per l'infanzia - Progetti per la qualitÃÂ  e azioni di sistema;7;Piano Azione Coesione;2007IT001FAOS1;2007-2013;FSC;ODS ABRUZZO;0;
10;Servizi per l'infanzia - Sostegno alla domanda e alla gestione (solo nidi);7;Piano Azione Coesione;2007IT001FAOS1;2007-2013;FSC;ODS ABRUZZO;0;
21;Assistenza tecnica e Comunicazione;7;Piano Azione Coesione;2007AB002FA001;2007-2013;FSC;PAR FSC ABRUZZO;0;
13;Servizi per gli anziani - Assistenza domiciliare (socio-assistenziale);7;Piano Azione Coesione;2007AB002FA001;2007-2013;FSC;PAR FSC ABRUZZO;0;
10;Servizi per l'infanzia - Sostegno alla domanda e alla gestione (solo nidi);7;Piano Azione Coesione;2007AB002FA001;2007-2013;FSC;PAR FSC ABRUZZO;0;
59;Erogazione di prestazioni di assistenza domiciliare socio-assistenziale per anziani non autosufficienti integrate allÃÂ¿assistenza socio- sanitaria;7;Piano Azione Coesione;2007AB002FA001;2007-2013;FSC;PAR FSC ABRUZZO;0;
56;Erogazione di buoni servizio per il sostegno alla domanda di servizi per la prima infanzia;7;Piano Azione Coesione;2007AB002FA001;2007-2013;FSC;PAR FSC ABRUZZO;0;
47;Interventi per gli ambienti scolastici;7;Piano Azione Coesione;2007IT001FAOS1;2007-2013;FSC;ODS ABRUZZO;0;
46;Nuove tecnologie per la didattica;7;Piano Azione Coesione;2007IT001FAOS1;2007-2013;FSC;ODS ABRUZZO;0;
CAMAA;1.10 Infrastrutture pubbliche, didattiche/universitarie, sociali e sanitarie: altri interventi;8;Patti per lo sviluppo;2007IT001FAOS1;2007-2013;FSC;ODS ABRUZZO;0;
19;Incentivi alla formazione ed istruzione dei ragazzi;7;Piano Azione Coesione;2007IT001FAOS1;2007-2013;FSC;ODS ABRUZZO;0;
45;Contrasto alla dispersione scolatica;7;Piano Azione Coesione;2007IT001FAOS1;2007-2013;FSC;ODS ABRUZZO;0;
;;;;2016PATTIBARI;2014-2020;FSC;PATTO BARI;0;
;;;;2014ACTXXPAC00;2007-2013;POC;PAC GOVERNANCE;0;
;;;;2007PI004MA014;2007-2013;FSC;PS RISORSA IDRICA PA TRENTO;0;
;;;;2016PATTISARD;2014-2020;FSC;PATTO SARDEGNA;0;
;;;;2014IT16M2OP005;2014-2020;FESR-FSE;PON RICERCA;0;
;;;;2017POCRICERCA1;2014-2020;POC;POC RICERCA;0;
;;;;2007BA001FA012;2007-2013;FSC;PRA BASILICATA;0;
;;;;2019AREAINTVEN;2014-2020;SNAI;SNAI VENETO;0;
;;;;2012MISE3PAC31;2007-2013;POC;PAC MISE MISURE ANTICICLICHE;0;
;;;;2007CA001FA009;2007-2013;FSC;PRA CAMPANIA;0;
;;;;2012MIURXPAC21;2007-2013;POC;PAC MIUR;0;
;;;;2012MISE1PAC31;2007-2013;POC;PAC MISE NUOVE AZIONI E MISURE ANTICICLICHE;0;
;;;;2007IT161PO006:::2012MISE1PAC22;2007-2013;FESR;PON CONV FESR RICERCA E COMPETITIVITÀ:::PROGRAMMA PAC MINISTERO DELLO SVILUPPO ECONOMICO - IMPRESE, DOMANDA PUBBLICA E PROMOZIONE;0;
;;;;2018FSCGIOVIMP;2014-2020;FSC;RESTO AL SUD;0;
;;;;2016PATTIBASIL;2014-2020;FSC;PATTO BASILICATA;0;
;;;;2016PATTIMES;2014-2020;FSC;PATTO MESSINA;0;
;;;;2007IT001FA003;2007-2013;FSC;PNA DA EXPO AI TERRITORI;0;
;;;;2007IT161PO003:::2014ACTXXPAC00;2007-2013;FESR;PON CONV FESR GOVERNANCE E ASSISTENZA TECNICA:::PROGRAMMA PAC COMPLEMENTARE PON GOVERNANCE E ASSISTENZA TECNICA;0;
;;;;2007IT161PO003;2007-2013;FESR;PON GAT;0;
;;;;2007PU001FA010;2007-2013;FSC;PRA PUGLIA;0;
33;MobilitÃÂ  sostenibile urbana;7;Piano Azione Coesione;2007BA001FA012;2007-2013;FSC;PRA BASILICATA;0;
;;;;2018POFSCBO;2014-2020;FSC;PATTO BOLOGNA;0;
;;;;2017AREAINTABRU;2014-2020;SNAI;SNAI ABRUZZO;0;
PC01077SAIAB2017001;Strategia aree interne ABRUZZO - BASSO SANGRO - TRIGNO;SAI;Strategia Aree Interne;2017AREAINTABRU;2014-2020;SNAI;SNAI ABRUZZO;0;
37;Attrazione culturale;7;Piano Azione Coesione;2007IT161PO001;2007-2013;FESR;POIN ATTRATTORI;0;
63;Servizi di cura ÃÂ¿ Assistenza Tecnica;7;Piano Azione Coesione;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
;;;;2014IT16RFOP001;2014-2020;FESR;PON CULTURA;0;
;;;;2007IT161PO002:::2012MISE1PAC31;2007-2013;FESR;POIN CONV FESR ENERGIE RINNOVABILI E RISPARMIO ENERGETICO:::PROGRAMMA PAC MINISTERO DELLO SVILUPPO ECONOMICO - NUOVE AZIONI E MISURE ANTICICLICHE;0;
;;;;2007IT004FABC1;2007-2013;FSC;PAS SEDI MUSEALI NAZIONALI;0;
;;;;2007IT005FAMAC;2007-2013;FSC;COMPENSAZIONI AMBIENTALI CAMPANIA;0;
CB018;2007CB163PO035 Rifiuti;5;progetto interregionale;2007IT005FAMAC;2007-2013;FSC;COMPENSAZIONI AMBIENTALI CAMPANIA;0;
;;;;2014IT16M2OP005:::2017POCRICERCA1;2014-2020;FESR;PON FESR FSE RICERCA E INNOVAZIONE:::POC RICERCA;0;
RC019;DM17732 -  Laboratorio di genomica per l'innovazione e la valorizzazione della filiera pomodoro;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC020;DM17767 -  Laboratorio pubblico-privato per lo sviluppo di tecnologie di processo e dimostratori di circuiti elettronici ad alte prestazioni a basso costo di fabbricazione realizzati su substrati plas;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC217;DM17791 - TEXTRA - Tecnologie e materiali innovativi per l'industria dei mezzi di trasporto;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC022;DM18092 -  Laboratorio di GENomica per caratteri di importanza AGROnomica in frumento duro: identificazione di geni utili, analisi funzionale e selezione assistita con marcatori molecolari per lo svil;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC024;DM18604 -  Imaging non invasivo per diagnostica morfo-funzionale avanzata;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC025;DM19300 -  ELIOSLAB - Laboratorio di Ricerca per le Tecnologie Solari ad Alta Temperatura;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC027;DM19410 -  Laboratorio di Bioinformatica per la BiodiversitÃÂ  Molecolare;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC029;DM19447 -  Progetto di un laboratorio pubblico-privato per lo sviluppo di tecnologie innovative nel campo della generazione diffusa di potenza elettrica da fonte solare (SOLAR);6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC032;DM20160 -  TRIPODE - Laboratorio per lo sviluppo di Tecnologie di Ricerca e Integrazione di POlimeri nei Dispositivi Elettronici;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC034;DM20162 -  Progettazione Integrata di componenti multifunzionali per applicazioni in sistemi del settore ferrotranviario e dei vettori di medie dimensioni, associata alla RealizzaziOne di Speciali fac;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC035;DM20919 -  Generazione di una piattaforma tecnologica finalizzata allo studio degli effetti dei farmaci antineoplastici e alla determinazione della loro potenziale efficacia come agenti neuroprotettiv;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC037;DM21301 -  OpenKnowTech: Laboratorio di Tecnologie per la Integrazione, Gestione e Distribuzione di Dati, Processi e Conoscenze;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC039;DM23147 -  Studio per lo sviluppo, la caratterizzazione e l'efficacia di un nuovo preparato ad azione anti-infettiva a base di anticorpi contro antigeni del virus dell'epatite C (HCV);6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC040;DM23154 -  Laboratorio pubblico-privato per lo sviluppo di processi e prodotti innovativi nel settore dei farmaci antinfettivi (Laboratorio Interdisciplinare Farmaci Antinfettivi: LIFA);6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC041;DM23175 -  Test X Transport;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC043;DM23176 -  Realizzazione di un Laboratorio integrato per lo sviluppo di attrezzature avanzate e nuovi processi per la produzione di wafer di Carburo di Silicio (SiC);6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC044;DM23184 -  Sviluppo di una piattaforma tecnologica per la valutazione dell'efficacia dei farmaci antinfiammatori ed antineoplastici mediante modelli cellulari ed animali;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC045;DM23272 -  X-Net.Lab - Extended-Net.Lab;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC047;DM23318 -  COSMIC: Centro di ricerca sui sistemi Open Source per le applicazioni ed i Servizi MIssion Critical;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC048;DM23424 -  Piattaforma e-business innovativa per una soluzione tecnologica sistemica quale integratore dei servizi nei settori: turismo, beni culturali, agro-alimentare;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC219;DM23492 - Laboratorio pubblico privato per lo sviluppo di strumenti bio -informatici integrati per la genomica, la trascrittomica e la proteomica (LAB GTP);6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC050;DM28830 -  Ortobiotici pugliesi alimenti vegetali probiotici. Applicazioni biotecnologiche per la realizzazione di nuovi alimenti probiotici di alta qualitÃÂ  e l'innovazione nei processi di conserva;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC051;DM28922 -  Materiali Avanzati Multiprestazionali per Applicazioni Strutturali in edilizia - MAMAS;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC221;DM28953 - Integrazione di nuove tecnologie e sistemi per caratterizzare la tipicitÃÂ  di produzioni nazionali alimentari sui mercati globali - FOODSYS;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC224;DM29020 - ASAP - Adesivi compositi Strutturali per Applicazioni nel settore dei trasPorti;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC225;DM29021 - C.E.S.PER.T.: Compositi termoplastici E Strutture PER mezzi di Trasporto;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC226;DM29036 - Sistema integrato di telecomunicazioni a larga banda per la gestione del territorio e delle emergenze in caso di calamitÃÂ  naturali comprensivo di metodologie di early warning (SIT_MEW);6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC053;DM29040 -  AgroBioPack:Tecnologie Ecocompatibili per il Packaging Bioattivo di Prodotti Lattiero Caseari Freschi Pugliesi;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC227;DM29066 - Network scientifico tecnologico per la realizzazione di farmaci innovativi basati sulla biologia dei recettori delle neurotrofine;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC230;DM29214 - Re.Lo.A.D. REverse LOgistics per Apparecchiature elettriche di uso Domestico;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC016;DM29221 -  Bioinnovazioni per il fiordilatte tipico pugliese;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC017;DM29223 -  Biotecnologie per la produzione di uva da tavola di IV gamma;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC056;DM45602 -  Modello di diagnostica molecolare integrata e terapia mirata non farmacologia nel tumore della mammella (Breast Unit) e in neurooncologia (Brain Unit);6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC058;DM46965 -  STUDIO DI STRATEGIE TERAPEUTICHE MEDICHE INNOVATIVE GUIDATE DA IMAGING MOLECOLARE E PROTEOGENOMICA: PPLICAZIONE IN ONCOLOGIA e NEUROLOGIA;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC059;DM48339 -  IDesign Foundation 'Metodologie e tecnologie a supporto dell'innovazione nello sviluppo nuovo prodotto in un Value Network del settore aeronautico;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
;;;;2019AGCOEFSC001;2014-2020;FSC;CPT;0;
RC060;EE01_00003 - NUOVA GENERAZIONE DI SISTEMI DI ILLUMINAZIONE/SEGNALAZIONE INTELLIGENTI AD ALTA EFFICIENZA CHE INCORPORANO GENERAZIONE ED ACCUMULO ENERGETICO;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC061;EE01_00004 - HYDROSTORE;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC062;EE01_00006 - Sistemi fotovoltaici, ad alta concentrazione ed elevata efficienza, fortemente innovativi ed integrati, dotati di inseguitori solari, diagnostica evoluta e gestione dell'energia per l'i;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC063;EE01_00007 - Filiere italiane integrate per la realizzazione e la diffusione commerciale di sistemi fotovoltaici innovativi a concentrazione;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC064;EE01_00009 - Integrazione della tecnologia MILD in sistemi innovativi di combustione a basso impatto ambientale;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC065;EE01_00012 - FREeSuN;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC067;EE01_00015 - STUDIO, PROGETTAZIONE E SVILUPPO DI UNA NUOVA GAMMA DI ELETTRODOMESTICI CARATTERIZZATA DA TECNOLOGIE INNOVATIVE MIRATE AD UNA NOTEVOLE RIDUZIONE DEI CONSUMI ENERGETICI E DELL'IMPATTO AM;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC068;EE01_00016 - E.F.E.S.O.: ENVIRONMENTAL FRIENDLY ENERGY from SOLID OXIDE FUEL CELL;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC069;EE01_00023 - SVILUPPO DI UNA TECNOLOGIA DI PRETRATTAMENTO ITALIANA, PRIMO STEP DEL PROCESSO PER LA PRODUZIONE DI BIOETANOLO DI SECONDA GENERAZIONE;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC070;EE01_00026 - TUBOSOL - TUBO assorbitore di energia SOLare;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC071;EE01_00033 - E-Cube: Sviluppo e sperimentazione pilota di un sistema scalabile per l'ottimizzazione dei consumi energetici secondo principi di Ecosostenibilita', Efficienza ed Efficacia configurabil;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC072;EE01_00036 - GEOMA GENERATORE EOLICO OFFSHORE PER MARI APERTI;6;Progetto cointestato;2012MISE1PAC22;2007-2013;POC;PAC MISE IMPRESE, DOMANDA PUBBLICA E PROMOZIONE;0;
RC075;EE01_00043 - ECOPYROGAS;6;Progetto cointestato;2012MISE1PAC22;2007-2013;POC;PAC MISE IMPRESE, DOMANDA PUBBLICA E PROMOZIONE;0;
RC077;EE01_00047 - InnovAnce - Innovazioni di prodotto/processo e integrazione della filiera delle costruzioni edili per l'efficienza energetica e lo sviluppo sostenibile: un'azione a livello nazionale de;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC078;EE01_00049 - FLEXSOLAR - Celle fotovoltaiche flessibili a film sottile su substrati metallici a base di materiali semiconduttori II-VI a basso costo ed a basso impatto ambientale;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC079;EE01_00050 - PRODUZIONE DI ENERGIA RINNOVABILE CON IL MININO IMPATTO AMBIENTALE DA UN MIX D I BIOMASSE E RIFIUTI SPECIALI NON PERICOLOSI ATTRAVERSO PROCESSI INNOVATIVI;6;Progetto cointestato;2012MISE1PAC22;2007-2013;POC;PAC MISE IMPRESE, DOMANDA PUBBLICA E PROMOZIONE;0;
RC080;EE01_00062 - PED4PV;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC081;EE01_00065 - Sistemi per la gestione efficiente dei consumi energetici;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
;;;;2019AREAINTEMIL;2014-2020;SNAI;SNAI EMILIA-ROMAGNA;0;
;;;;2007EM002FA002;2007-2013;FSC;PAR FSC EMILIA ROMAGNA;0;
;;;;2018POFSCEMROM;2014-2020;FSC;PATTO EMILIA-ROMAGNA;0;
;;;;2007PI004MA013;2007-2013;FSC;PS RISORSA IDRICA EMILIA ROMAGNA;0;
;;;;2007EM002FA003;2007-2013;FSC;PAS RICOSTRUZIONE EMILIA-ROMAGNA;0;
;;;;2007PI004MA011;2007-2013;FSC;PS RISORSA IDRICA FRIULI VENEZIA GIULIA;0;
;;;;2016PATTIFIR;2014-2020;FSC;PATTO FIRENZE;0;
;;;;2016MBCSGFSC006;2014-2020;FSC;PIANO FSC CULTURA E TURISMO;0;
;;;;2018CAPCULTFSC;2014-2020;FSC;CAPITALI ITALIANE DELLA CULTURA;0;
;;;;2007IT002FA030;2007-2013;FSC;PAS RI.MED.;0;
;;;;2015IGRUEPCI001;2014-2020;POC;POC IGRUE;0;
;;;;2012MISE1PAC21;2007-2013;POC;PAC MISE AUTOIMPIEGO E AUTOIMPRENDITORIALITA';0;
;;;;2007PI004MA004;2007-2013;FSC;PS RISORSA IDRICA LAZIO;0;
;;;;2007PI004MA008;2007-2013;FSC;PS RISORSA IDRICA LIGURIA;0;
;;;;2007PI004MA003;2007-2013;FSC;PS RISORSA IDRICA LOMBARDIA;0;
ABRB2;2.2 Servizio idrico integrato;8;Patti per lo sviluppo;2007PI004MA003;2007-2013;FSC;PS RISORSA IDRICA LOMBARDIA;0;
;;;;FSCACTBENICONF;2014-2020;FSC;BENI CONFISCATI;0;
MOLB1;2.1 Gestione dei rifiuti urbani;8;Patti per lo sviluppo;2007MO002FA009;2007-2013;FSC;PAR FSC MOLISE;0;
;;;;2007MO002FA009;2007-2013;FSC;PAR FSC MOLISE;0;
;;;;2007PI004MA007;2007-2013;FSC;PS RISORSA IDRICA MARCHE;0;
ABRB2;2.2 Servizio idrico integrato;8;Patti per lo sviluppo;2007PI004MA007;2007-2013;FSC;PS RISORSA IDRICA MARCHE;0;
RC088;MI01_00007 - LA CHIMICA DELLE FORMULAZIONI PER IL MADE IN ITALY: NUOVE PIATTAFORME TECNOLOGICHE PER PELLI E TESSUTI A BASSO IMPATTO AMBIENTALE;6;Progetto cointestato;2012MISE1PAC22;2007-2013;POC;PAC MISE IMPRESE, DOMANDA PUBBLICA E PROMOZIONE;0;
